knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,candidate_count,candidate_parameters,inequality_ok_for_all_candidates,congruence_ok_for_all_candidates,obstructs_u_2,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_2478,13,"[2,3]",4,False,193,5,1,-1,1,"[{""m1"":6,""m2"":10,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,1]","[[4,-1,0,0,-1],[-1,2,0,0,0],[0,0,5,-1,0],[0,0,-1,4,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[17,9,18,8],[9,17,10,16],[13,11,14,10],[25,14,26,15],[15,24,16,25],[23,18,24,19]]"
13a_2510,13,"[2,3]",4,False,325,7,1,-1,5,"[{""m1"":4,""m2"":24,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":47,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":16,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":3,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,3,0],[1,2,0,0],[3,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":18,""a"":15,""two_m1_minus_1"":35,""two_m2_minus_1"":35,""matrix"":[[18,1,15,0],[1,2,0,0],[15,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":82,""m2"":82,""a"":81,""two_m1_minus_1"":163,""two_m2_minus_1"":163,""matrix"":[[82,1,81,0],[1,2,0,0],[81,0,82,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,-1,0,-1,0,-1],[-1,2,0,0,0,0,0],[-1,0,3,-1,0,0,0],[0,0,-1,2,-1,0,0],[-1,0,0,-1,3,-1,0],[0,0,0,0,-1,2,-1],[-1,0,0,0,0,-1,3]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,24,6,25],[23,6,24,7],[7,16,8,17],[15,8,16,9],[9,20,10,21],[13,11,14,10],[21,14,22,15],[17,22,18,23],[25,18,26,19]]"
13a_2568,13,"[2,3]",4,False,77,3,1,-1,3,"[{""m1"":2,""m2"":14,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":27,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":6,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":11,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,6,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":20,""m2"":20,""a"":19,""two_m1_minus_1"":39,""two_m2_minus_1"":39,""matrix"":[[20,1,19,0],[1,2,0,0],[19,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,7,"[0,1,1]","[[10,-1,-3],[-1,2,0],[-3,0,5]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[21,4,22,5],[5,22,6,23],[17,7,18,6],[7,17,8,16],[15,9,16,8],[9,15,10,14],[13,11,14,10],[23,18,24,19],[19,24,20,25],[25,20,26,21]]"
13a_2616,13,"[2,3]",4,False,153,4,1,-1,4,"[{""m1"":2,""m2"":26,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":14,""a"":12,""two_m1_minus_1"":27,""two_m2_minus_1"":27,""matrix"":[[14,1,12,0],[1,2,0,0],[12,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,0,1,1]","[[7,-1,0,-5],[-1,2,0,0],[0,0,5,-2],[-5,0,-2,7]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[9,4,10,5],[5,10,6,11],[11,6,12,7],[7,21,8,20],[19,9,20,8],[21,14,22,15],[15,22,16,23],[23,16,24,17],[17,24,18,25],[25,18,26,19]]"
13a_2663,13,"[2,3]",4,False,277,5,1,-1,2,"[{""m1"":6,""m2"":16,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":70,""m2"":70,""a"":69,""two_m1_minus_1"":139,""two_m2_minus_1"":139,""matrix"":[[70,1,69,0],[1,2,0,0],[69,0,70,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,1]","[[6,-1,-2,0,-1],[-1,2,0,0,0],[-2,0,5,-2,0],[0,0,-2,5,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[9,4,10,5],[5,20,6,21],[21,6,22,7],[7,24,8,25],[25,8,26,9],[19,11,20,10],[11,19,12,18],[15,13,16,12],[23,16,24,17],[17,22,18,23]]"
13a_2697,13,"[2,3]",4,False,193,6,1,-1,1,"[{""m1"":6,""m2"":10,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,1,0]","[[8,-1,-1,-4,-1,0],[-1,2,0,0,0,0],[-1,0,3,-1,0,0],[-4,0,-1,6,0,-1],[-1,0,0,0,2,-1],[0,0,0,-1,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[15,5,16,4],[5,24,6,25],[17,6,18,7],[7,18,8,19],[19,8,20,9],[9,22,10,23],[21,10,22,11],[11,20,12,21],[23,12,24,13],[25,17,26,16]]"
13a_2698,13,"[2,3]",4,False,277,6,1,-1,2,"[{""m1"":6,""m2"":16,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":70,""m2"":70,""a"":69,""two_m1_minus_1"":139,""two_m2_minus_1"":139,""matrix"":[[70,1,69,0],[1,2,0,0],[69,0,70,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,1,0]","[[6,-1,-1,-2,-1,0],[-1,2,0,0,0,0],[-1,0,3,-1,0,0],[-2,0,-1,4,0,-1],[-1,0,0,0,4,-3],[0,0,0,-1,-3,4]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[15,5,16,4],[5,24,6,25],[17,6,18,7],[7,22,8,23],[19,8,20,9],[9,20,10,21],[21,10,22,11],[11,18,12,19],[23,12,24,13],[25,17,26,16]]"
13a_2761,13,"[2,3]",4,False,153,6,1,-1,4,"[{""m1"":2,""m2"":26,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":14,""a"":12,""two_m1_minus_1"":27,""two_m2_minus_1"":27,""matrix"":[[14,1,12,0],[1,2,0,0],[12,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,0,1]","[[4,-1,-1,0,0,-1],[-1,2,0,0,0,0],[-1,0,3,-1,0,0],[0,0,-1,6,-5,0],[0,0,0,-5,6,-1],[-1,0,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[15,5,16,4],[5,24,6,25],[19,6,20,7],[7,20,8,21],[21,8,22,9],[9,22,10,23],[23,10,24,11],[11,18,12,19],[17,12,18,13],[25,17,26,16]]"
13a_2766,13,"[2,3]",4,False,357,6,1,-1,4,"[{""m1"":2,""m2"":60,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":119,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,60,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":26,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":51,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":1,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":90,""m2"":90,""a"":89,""two_m1_minus_1"":179,""two_m2_minus_1"":179,""matrix"":[[90,1,89,0],[1,2,0,0],[89,0,90,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,0,1]","[[6,-1,-1,-2,0,-1],[-1,2,0,0,0,0],[-1,0,5,-1,0,-2],[-2,0,-1,4,-1,0],[0,0,0,-1,2,-1],[-1,0,-2,0,-1,4]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[15,5,16,4],[5,22,6,23],[19,6,20,7],[7,18,8,19],[23,8,24,9],[9,24,10,25],[17,10,18,11],[11,20,12,21],[21,12,22,13],[25,17,26,16]]"
13a_2784,13,"[2,3]",4,False,233,6,1,-1,3,"[{""m1"":2,""m2"":40,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":79,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,40,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":14,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":27,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":20,""m2"":22,""a"":19,""two_m1_minus_1"":39,""two_m2_minus_1"":43,""matrix"":[[20,1,19,0],[1,2,0,0],[19,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,1,0]","[[6,-1,-1,-3,0,0],[-1,2,0,0,0,0],[-1,0,5,-2,-1,0],[-3,0,-2,6,0,-1],[0,0,-1,0,2,-1],[0,0,0,-1,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[15,5,16,4],[5,20,6,21],[21,6,22,7],[7,24,8,25],[23,8,24,9],[9,22,10,23],[17,10,18,11],[11,18,12,19],[19,12,20,13],[25,17,26,16]]"
13a_2785,13,"[2,3]",4,False,237,6,1,-1,4,"[{""m1"":2,""m2"":40,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":79,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,40,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":20,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":39,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":60,""m2"":60,""a"":59,""two_m1_minus_1"":119,""two_m2_minus_1"":119,""matrix"":[[60,1,59,0],[1,2,0,0],[59,0,60,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,1,0,1,0,1]","[[6,-1,-1,0,0,-3],[-1,2,0,0,0,0],[-1,0,3,-1,0,0],[0,0,-1,4,-3,0],[0,0,0,-3,4,-1],[-3,0,0,0,-1,4]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[15,5,16,4],[5,24,6,25],[21,6,22,7],[7,22,8,23],[23,8,24,9],[9,20,10,21],[17,10,18,11],[11,18,12,19],[19,12,20,13],[25,17,26,16]]"
13a_2809,13,"[2,3]",4,False,189,4,1,-1,6,"[{""m1"":2,""m2"":32,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":63,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,32,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":8,""a"":3,""two_m1_minus_1"":15,""two_m2_minus_1"":15,""matrix"":[[8,1,3,0],[1,2,0,0],[3,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":14,""a"":9,""two_m1_minus_1"":19,""two_m2_minus_1"":27,""matrix"":[[10,1,9,0],[1,2,0,0],[9,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":48,""m2"":48,""a"":47,""two_m1_minus_1"":95,""two_m2_minus_1"":95,""matrix"":[[48,1,47,0],[1,2,0,0],[47,0,48,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[6,-1,-1,-3],[-1,2,0,0],[-1,0,7,-3],[-3,0,-3,6]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[17,5,18,4],[5,17,6,16],[15,7,16,6],[7,22,8,23],[23,8,24,9],[9,24,10,25],[19,10,20,11],[11,20,12,21],[21,12,22,13],[25,19,26,18]]"
13a_2832,13,"[2,3]",4,False,213,7,1,-1,3,"[{""m1"":2,""m2"":36,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":71,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":16,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":54,""m2"":54,""a"":53,""two_m1_minus_1"":107,""two_m2_minus_1"":107,""matrix"":[[54,1,53,0],[1,2,0,0],[53,0,54,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[4,-1,-1,0,0,0,0],[-1,2,0,0,0,0,0],[-1,0,5,-1,0,-1,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,0,0],[0,0,-1,0,0,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[17,4,18,5],[5,20,6,21],[19,6,20,7],[7,18,8,19],[21,8,22,9],[9,24,10,25],[23,10,24,11],[11,22,12,23],[15,13,16,12],[25,16,26,17]]"
13a_2834,13,"[2,3]",4,False,253,7,1,-1,2,"[{""m1"":6,""m2"":12,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":64,""m2"":64,""a"":63,""two_m1_minus_1"":127,""two_m2_minus_1"":127,""matrix"":[[64,1,63,0],[1,2,0,0],[63,0,64,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[4,-1,-1,0,0,0,0],[-1,2,0,0,0,0,0],[-1,0,3,-1,0,0,0],[0,0,-1,4,-2,0,-1],[0,0,0,-2,4,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,-1,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[17,4,18,5],[5,24,6,25],[19,6,20,7],[7,22,8,23],[21,8,22,9],[9,20,10,21],[23,10,24,11],[11,18,12,19],[15,13,16,12],[25,16,26,17]]"
13a_2843,13,"[2,3]",4,False,137,7,1,-1,2,"[{""m1"":2,""m2"":24,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":47,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":14,""a"":11,""two_m1_minus_1"":23,""two_m2_minus_1"":27,""matrix"":[[12,1,11,0],[1,2,0,0],[11,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[4,-1,-1,0,0,0,0],[-1,2,0,0,0,0,0],[-1,0,5,-1,0,0,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[17,4,18,5],[5,18,6,19],[19,6,20,7],[7,24,8,25],[23,8,24,9],[9,22,10,23],[21,10,22,11],[11,20,12,21],[15,13,16,12],[25,16,26,17]]"
13a_2865,13,"[2,3]",4,False,177,7,1,-1,2,"[{""m1"":2,""m2"":30,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":59,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":14,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,14,0],[1,2,0,0],[14,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[4,-1,-1,0,0,0,0],[-1,2,0,0,0,0,0],[-1,0,3,-1,0,0,0],[0,0,-1,4,-3,0,0],[0,0,0,-3,4,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[17,4,18,5],[5,24,6,25],[21,6,22,7],[7,22,8,23],[23,8,24,9],[9,20,10,21],[19,10,20,11],[11,18,12,19],[15,13,16,12],[25,16,26,17]]"
13a_2872,13,"[2,3]",4,False,177,4,1,-1,2,"[{""m1"":2,""m2"":30,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":59,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":14,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,14,0],[1,2,0,0],[14,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[8,-1,-1,-3],[-1,2,0,0],[-1,0,5,-3],[-3,0,-3,6]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[17,5,18,4],[5,22,6,23],[23,6,24,7],[7,24,8,25],[19,8,20,9],[9,20,10,21],[21,10,22,11],[11,17,12,16],[15,13,16,12],[25,19,26,18]]"
13a_2890,13,"[2,3]",-4,True,289,7,1,no_candidate_matrix,0,[],False,False,True,3,11,"[1,1,0,0,1,0,1]","[[4,0,-2,-1,0,0,0],[0,5,0,0,0,-1,-2],[-2,0,3,0,0,0,-1],[-1,0,0,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,-1,0,0,-1,3,-1],[0,-2,-1,0,0,-1,4]]","[[3,1,4,26],[1,13,2,12],[13,3,14,2],[17,5,18,4],[5,19,6,18],[25,7,26,6],[7,25,8,24],[23,9,24,8],[9,15,10,14],[21,10,22,11],[11,20,12,21],[15,23,16,22],[19,17,20,16]]"
13a_2911,13,"[2,3]",4,False,217,7,1,-1,3,"[{""m1"":4,""m2"":16,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":3,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,3,0],[1,2,0,0],[3,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":6,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,6,0],[1,2,0,0],[6,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[4,-1,0,0,-1,0,0],[-1,2,0,0,0,0,0],[0,0,2,-1,0,0,0],[0,0,-1,2,-1,0,0],[-1,0,0,-1,3,-1,0],[0,0,0,0,-1,4,-3],[0,0,0,0,0,-3,4]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[19,4,20,5],[5,18,6,19],[17,6,18,7],[7,24,8,25],[21,8,22,9],[9,22,10,23],[23,10,24,11],[11,20,12,21],[15,13,16,12],[25,16,26,17]]"
13a_2927,13,"[2,3]",4,False,229,5,1,-1,3,"[{""m1"":4,""m2"":18,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":35,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":16,""a"":11,""two_m1_minus_1"":23,""two_m2_minus_1"":31,""matrix"":[[12,1,11,0],[1,2,0,0],[11,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":58,""m2"":58,""a"":57,""two_m1_minus_1"":115,""two_m2_minus_1"":115,""matrix"":[[58,1,57,0],[1,2,0,0],[57,0,58,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[4,-1,-1,0,-1],[-1,2,0,0,0],[-1,0,7,0,-2],[0,0,0,2,-1],[-1,0,-2,-1,4]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[15,9,16,8],[9,17,10,16],[23,10,24,11],[11,24,12,25],[17,13,18,12],[25,18,26,19]]"
13a_2931,13,"[2,3]",4,False,253,5,1,-1,2,"[{""m1"":6,""m2"":12,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":64,""m2"":64,""a"":63,""two_m1_minus_1"":127,""two_m2_minus_1"":127,""matrix"":[[64,1,63,0],[1,2,0,0],[63,0,64,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,1]","[[6,-1,-1,-2,0],[-1,2,0,0,0],[-1,0,5,-1,0],[-2,0,-1,4,-1],[0,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,24,8,25],[17,9,18,8],[9,17,10,16],[23,10,24,11],[11,22,12,23],[15,13,16,12],[25,18,26,19]]"
13a_2937,13,"[2,3]",4,False,113,5,1,-1,2,"[{""m1"":2,""m2"":20,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":39,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":9,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[4,-1,-1,0,-1],[-1,2,0,0,0],[-1,0,7,0,0],[0,0,0,2,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[23,8,24,9],[9,24,10,25],[15,11,16,10],[11,17,12,16],[17,13,18,12],[25,18,26,19]]"
13a_2965,13,"[2,3]",4,False,333,7,1,-1,4,"[{""m1"":2,""m2"":56,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":111,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,56,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":16,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":31,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":7,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,7,0],[1,2,0,0],[7,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":84,""m2"":84,""a"":83,""two_m1_minus_1"":167,""two_m2_minus_1"":167,""matrix"":[[84,1,83,0],[1,2,0,0],[83,0,84,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,0,1,1]","[[4,-1,0,0,0,-1,0],[-1,2,0,0,0,0,0],[0,0,4,-2,-1,0,0],[0,0,-2,4,0,-1,-1],[0,0,-1,0,2,-1,0],[-1,0,0,-1,-1,3,0],[0,0,0,-1,0,0,2]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[19,4,20,5],[5,22,6,23],[23,6,24,7],[7,18,8,19],[17,8,18,9],[9,24,10,25],[21,10,22,11],[11,20,12,21],[15,13,16,12],[25,16,26,17]]"
13a_3021,13,"[2,3]",4,False,73,3,1,-1,1,"[{""m1"":4,""m2"":6,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":11,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,6,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,7,"[0,1,1]","[[8,-1,-1],[-1,2,0],[-1,0,5]]","[[3,1,4,26],[1,14,2,15],[13,2,14,3],[21,4,22,5],[5,22,6,23],[23,6,24,7],[7,24,8,25],[19,9,20,8],[9,19,10,18],[17,11,18,10],[11,17,12,16],[15,13,16,12],[25,20,26,21]]"
