knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,candidate_count,candidate_parameters,inequality_ok_for_all_candidates,congruence_ok_for_all_candidates,obstructs_u_2,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
13a_2194,13,"[2,3]",4,False,329,5,1,-1,7,"[{""m1"":2,""m2"":56,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":111,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,56,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":24,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":47,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":20,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":39,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":12,""a"":2,""two_m1_minus_1"":15,""two_m2_minus_1"":23,""matrix"":[[8,1,2,0],[1,2,0,0],[2,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":18,""a"":7,""two_m1_minus_1"":15,""two_m2_minus_1"":35,""matrix"":[[8,1,7,0],[1,2,0,0],[7,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":14,""a"":10,""two_m1_minus_1"":27,""two_m2_minus_1"":27,""matrix"":[[14,1,10,0],[1,2,0,0],[10,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":28,""m2"":30,""a"":27,""two_m1_minus_1"":55,""two_m2_minus_1"":59,""matrix"":[[28,1,27,0],[1,2,0,0],[27,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,0,1,0]","[[5,-1,0,-2,-1],[-1,2,0,0,0],[0,0,4,-2,-1],[-2,0,-2,7,-1],[-1,0,-1,-1,3]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[15,5,16,4],[5,22,6,23],[23,6,24,7],[7,17,8,16],[25,9,26,8],[9,18,10,19],[19,10,20,11],[13,20,14,21],[21,14,22,15],[17,24,18,25]]"
13a_2238,13,"[2,3]",4,False,205,4,1,-1,3,"[{""m1"":6,""m2"":10,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":9,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":52,""m2"":52,""a"":51,""two_m1_minus_1"":103,""two_m2_minus_1"":103,""matrix"":[[52,1,51,0],[1,2,0,0],[51,0,52,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[6,-1,-1,-3],[-1,2,0,0],[-1,0,5,-1],[-3,0,-1,6]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,5,18,4],[5,17,6,16],[15,7,16,6],[7,24,8,25],[19,8,20,9],[9,20,10,21],[21,10,22,11],[13,22,14,23],[23,14,24,15],[25,19,26,18]]"
13a_2263,13,"[2,3]",4,False,193,4,1,-1,1,"[{""m1"":6,""m2"":10,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[4,-1,-1,-1],[-1,2,0,0],[-1,0,7,-3],[-1,0,-3,6]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,5,18,4],[5,17,6,16],[15,7,16,6],[7,22,8,23],[23,8,24,9],[9,24,10,25],[19,10,20,11],[13,20,14,21],[21,14,22,15],[25,19,26,18]]"
13a_2284,13,"[2,3]",4,False,177,4,1,-1,2,"[{""m1"":2,""m2"":30,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":59,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":14,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,14,0],[1,2,0,0],[14,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[8,-1,-1,-3],[-1,2,0,0],[-1,0,3,-1],[-3,0,-1,6]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,5,18,4],[5,24,6,25],[19,6,20,7],[7,20,8,21],[21,8,22,9],[9,15,10,14],[13,11,14,10],[15,22,16,23],[23,16,24,17],[25,19,26,18]]"
13a_2290,13,"[2,3]",4,False,185,7,1,-1,4,"[{""m1"":2,""m2"":32,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":63,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,32,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":10,""a"":5,""two_m1_minus_1"":15,""two_m2_minus_1"":19,""matrix"":[[8,1,5,0],[1,2,0,0],[5,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":18,""a"":15,""two_m1_minus_1"":31,""two_m2_minus_1"":35,""matrix"":[[16,1,15,0],[1,2,0,0],[15,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[4,-1,0,0,0,-1,0],[-1,2,0,0,0,0,0],[0,0,5,-1,0,0,-1],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,0,0],[-1,0,0,0,0,2,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,18,6,19],[19,6,20,7],[7,22,8,23],[21,8,22,9],[9,20,10,21],[13,11,14,10],[25,14,26,15],[15,24,16,25],[23,16,24,17]]"
13a_2291,13,"[2,3]",4,False,205,7,1,-1,3,"[{""m1"":6,""m2"":10,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":9,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":52,""m2"":52,""a"":51,""two_m1_minus_1"":103,""two_m2_minus_1"":103,""matrix"":[[52,1,51,0],[1,2,0,0],[51,0,52,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[4,-1,0,0,0,-1,0],[-1,2,0,0,0,0,0],[0,0,3,-1,0,0,-1],[0,0,-1,4,-3,0,0],[0,0,0,-3,4,0,0],[-1,0,0,0,0,2,-1],[0,0,-1,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,22,6,23],[19,6,20,7],[7,20,8,21],[21,8,22,9],[9,18,10,19],[13,11,14,10],[25,14,26,15],[15,24,16,25],[23,16,24,17]]"
13a_2317,13,"[2,3]",4,False,141,7,1,-1,3,"[{""m1"":2,""m2"":24,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":47,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":10,""a"":6,""two_m1_minus_1"":15,""two_m2_minus_1"":19,""matrix"":[[8,1,6,0],[1,2,0,0],[6,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":36,""m2"":36,""a"":35,""two_m1_minus_1"":71,""two_m2_minus_1"":71,""matrix"":[[36,1,35,0],[1,2,0,0],[35,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,-3,0,0,0,0],[-1,2,0,0,0,0,0],[-3,0,5,-1,0,0,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,22,6,23],[21,6,22,7],[7,20,8,21],[19,8,20,9],[9,18,10,19],[13,11,14,10],[23,14,24,15],[15,24,16,25],[25,16,26,17]]"
13a_2326,13,"[2,3]",4,False,193,5,1,-1,1,"[{""m1"":6,""m2"":10,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[4,-1,-1,-1,0],[-1,2,0,0,0],[-1,0,7,-5,0],[-1,0,-5,7,-1],[0,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[23,8,24,9],[9,24,10,25],[15,11,16,10],[13,19,14,18],[19,15,20,14],[25,16,26,17]]"
13a_2356,13,"[2,3]",4,False,197,4,1,-1,3,"[{""m1"":2,""m2"":34,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":67,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":14,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":27,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":50,""m2"":50,""a"":49,""two_m1_minus_1"":99,""two_m2_minus_1"":99,""matrix"":[[50,1,49,0],[1,2,0,0],[49,0,50,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[6,-1,-1,-1],[-1,2,0,0],[-1,0,5,-3],[-1,0,-3,6]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,5,18,4],[5,22,6,23],[23,6,24,7],[7,24,8,25],[19,8,20,9],[9,15,10,14],[13,11,14,10],[15,20,16,21],[21,16,22,17],[25,19,26,18]]"
13a_2359,13,"[2,3]",4,False,273,7,1,-1,4,"[{""m1"":2,""m2"":46,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":91,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,46,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":20,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":39,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":8,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,8,0],[1,2,0,0],[8,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":24,""m2"":24,""a"":22,""two_m1_minus_1"":47,""two_m2_minus_1"":47,""matrix"":[[24,1,22,0],[1,2,0,0],[22,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,-1,0,-2,0,0],[-1,2,0,0,0,0,0],[-1,0,3,-1,0,0,0],[0,0,-1,2,-1,0,0],[-2,0,0,-1,4,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,24,6,25],[23,6,24,7],[7,20,8,21],[19,8,20,9],[9,18,10,19],[13,11,14,10],[21,14,22,15],[15,22,16,23],[25,16,26,17]]"
13a_2360,13,"[2,3]",4,False,337,7,1,-1,2,"[{""m1"":6,""m2"":16,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":5,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,1,0]","[[4,-1,0,0,-1,0,0],[-1,2,0,0,0,0,0],[0,0,3,-1,0,0,-1],[0,0,-1,4,-2,-1,0],[-1,0,0,-2,4,0,-1],[0,0,0,-1,0,2,0],[0,0,-1,0,-1,0,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,20,6,21],[23,6,24,7],[7,24,8,25],[19,8,20,9],[9,18,10,19],[13,11,14,10],[25,14,26,15],[15,22,16,23],[21,16,22,17]]"
13a_2365,13,"[2,3]",4,False,213,7,1,-1,3,"[{""m1"":2,""m2"":36,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":71,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":16,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":54,""m2"":54,""a"":53,""two_m1_minus_1"":107,""two_m2_minus_1"":107,""matrix"":[[54,1,53,0],[1,2,0,0],[53,0,54,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,-1,0,0,0,-2],[-1,2,0,0,0,0,0],[-1,0,3,-1,0,0,0],[0,0,-1,2,-1,0,0],[0,0,0,-1,2,-1,0],[0,0,0,0,-1,2,-1],[-2,0,0,0,0,-1,4]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[17,4,18,5],[5,24,6,25],[23,6,24,7],[7,22,8,23],[21,8,22,9],[9,18,10,19],[13,11,14,10],[19,14,20,15],[15,20,16,21],[25,16,26,17]]"
13a_2395,13,"[2,3]",4,False,249,5,1,-1,4,"[{""m1"":2,""m2"":42,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":83,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,42,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":10,""a"":3,""two_m1_minus_1"":15,""two_m2_minus_1"":19,""matrix"":[[8,1,3,0],[1,2,0,0],[3,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":22,""m2"":22,""a"":20,""two_m1_minus_1"":43,""two_m2_minus_1"":43,""matrix"":[[22,1,20,0],[1,2,0,0],[20,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[6,-1,-3,0,-1],[-1,2,0,0,0],[-3,0,7,0,-2],[0,0,0,2,-1],[-1,0,-2,-1,4]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,20,6,21],[13,7,14,6],[7,15,8,14],[21,8,22,9],[9,22,10,23],[15,11,16,10],[23,16,24,17],[17,24,18,25],[25,18,26,19]]"
13a_2400,13,"[2,3]",4,False,337,5,1,-1,2,"[{""m1"":6,""m2"":16,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":5,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[4,-1,-1,0,-1],[-1,2,0,0,0],[-1,0,7,-2,-2],[0,0,-2,4,-1],[-1,0,-2,-1,4]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,20,6,21],[13,7,14,6],[7,17,8,16],[23,8,24,9],[9,24,10,25],[17,11,18,10],[21,14,22,15],[15,22,16,23],[25,18,26,19]]"
13a_2409,13,"[2,3]",4,False,241,5,1,-1,3,"[{""m1"":4,""m2"":18,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":35,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":16,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":31,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":7,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,7,0],[1,2,0,0],[7,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,1]","[[8,-1,-3,-2,0],[-1,2,0,0,0],[-3,0,5,-1,0],[-2,0,-1,4,-1],[0,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,22,6,23],[15,7,16,6],[7,15,8,14],[21,8,22,9],[9,20,10,21],[13,11,14,10],[23,16,24,17],[17,24,18,25],[25,18,26,19]]"
13a_2412,13,"[2,3]",4,False,253,7,1,-1,2,"[{""m1"":6,""m2"":12,""a"":0,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":64,""m2"":64,""a"":63,""two_m1_minus_1"":127,""two_m2_minus_1"":127,""matrix"":[[64,1,63,0],[1,2,0,0],[63,0,64,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,-2,0,-1,0,0],[-1,2,0,0,0,0,0],[-2,0,4,-1,0,0,0],[0,0,-1,2,-1,0,0],[-1,0,0,-1,3,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,16,6,17],[15,6,16,7],[7,22,8,23],[21,8,22,9],[9,20,10,21],[13,11,14,10],[23,14,24,15],[17,24,18,25],[25,18,26,19]]"
13a_2421,13,"[2,3]",4,False,313,5,1,-1,2,"[{""m1"":4,""m2"":24,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":47,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":16,""a"":10,""two_m1_minus_1"":23,""two_m2_minus_1"":31,""matrix"":[[12,1,10,0],[1,2,0,0],[10,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[4,-1,-1,0,-1],[-1,2,0,0,0],[-1,0,7,-2,-3],[0,0,-2,4,-1],[-1,0,-3,-1,5]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,14,6,15],[15,6,16,7],[7,22,8,23],[23,8,24,9],[9,24,10,25],[17,11,18,10],[13,21,14,20],[21,17,22,16],[25,18,26,19]]"
13a_2434,13,"[2,3]",4,False,201,7,1,-1,4,"[{""m1"":2,""m2"":34,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":67,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":16,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":12,""a"":6,""two_m1_minus_1"":15,""two_m2_minus_1"":23,""matrix"":[[8,1,6,0],[1,2,0,0],[6,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":18,""a"":16,""two_m1_minus_1"":35,""two_m2_minus_1"":35,""matrix"":[[18,1,16,0],[1,2,0,0],[16,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,11,"[0,1,1,0,1,0,1]","[[6,-1,0,0,-3,0,0],[-1,2,0,0,0,0,0],[0,0,2,-1,0,0,0],[0,0,-1,2,-1,0,0],[-3,0,0,-1,5,-1,0],[0,0,0,0,-1,2,-1],[0,0,0,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,18,6,19],[17,6,18,7],[7,22,8,23],[21,8,22,9],[9,20,10,21],[13,11,14,10],[23,14,24,15],[15,24,16,25],[25,16,26,17]]"
13a_2438,13,"[2,3]",4,False,313,5,1,-1,2,"[{""m1"":4,""m2"":24,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":47,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":16,""a"":10,""two_m1_minus_1"":23,""two_m2_minus_1"":31,""matrix"":[[12,1,10,0],[1,2,0,0],[10,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,1]","[[8,-1,-1,-2,-2],[-1,2,0,0,0],[-1,0,3,-1,0],[-2,0,-1,4,-1],[-2,0,0,-1,4]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,24,6,25],[17,7,18,6],[7,17,8,16],[23,8,24,9],[9,20,10,21],[13,11,14,10],[21,14,22,15],[15,22,16,23],[25,18,26,19]]"
13a_2447,13,"[2,3]",4,False,333,6,1,-1,4,"[{""m1"":2,""m2"":56,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":111,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,56,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":16,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":31,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":12,""a"":7,""two_m1_minus_1"":23,""two_m2_minus_1"":23,""matrix"":[[12,1,7,0],[1,2,0,0],[7,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":84,""m2"":84,""a"":83,""two_m1_minus_1"":167,""two_m2_minus_1"":167,""matrix"":[[84,1,83,0],[1,2,0,0],[83,0,84,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,10,"[0,0,1,0,1,1]","[[4,-1,-1,0,-1,0],[-1,2,0,0,0,0],[-1,0,5,-1,0,0],[0,0,-1,3,-1,-1],[-1,0,0,-1,3,0],[0,0,0,-1,0,2]]","[[3,1,4,26],[1,11,2,10],[11,3,12,2],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,24,8,25],[13,8,14,9],[9,16,10,17],[17,12,18,13],[23,14,24,15],[15,22,16,23],[25,18,26,19]]"
13a_2449,13,"[2,3]",4,False,149,5,1,-1,4,"[{""m1"":2,""m2"":26,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":8,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":15,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":12,""a"":7,""two_m1_minus_1"":15,""two_m2_minus_1"":23,""matrix"":[[8,1,7,0],[1,2,0,0],[7,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":38,""m2"":38,""a"":37,""two_m1_minus_1"":75,""two_m2_minus_1"":75,""matrix"":[[38,1,37,0],[1,2,0,0],[37,0,38,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[6,-1,-3,0,-1],[-1,2,0,0,0],[-3,0,7,0,0],[0,0,0,2,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[13,9,14,8],[9,15,10,14],[15,11,16,10],[23,16,24,17],[17,24,18,25],[25,18,26,19]]"
13a_2453,13,"[2,3]",4,False,217,5,1,-1,3,"[{""m1"":4,""m2"":16,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":31,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":3,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,3,0],[1,2,0,0],[3,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":6,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,6,0],[1,2,0,0],[6,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,0]","[[4,-1,-1,0,-1],[-1,2,0,0,0],[-1,0,7,-2,0],[0,0,-2,4,-1],[-1,0,0,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[13,9,14,8],[9,17,10,16],[17,11,18,10],[23,14,24,15],[15,24,16,25],[25,18,26,19]]"
13a_2464,13,"[2,3]",4,False,125,5,1,-1,4,"[{""m1"":2,""m2"":22,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":43,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,22,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":12,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":23,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":8,""a"":5,""two_m1_minus_1"":15,""two_m2_minus_1"":15,""matrix"":[[8,1,5,0],[1,2,0,0],[5,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":32,""m2"":32,""a"":31,""two_m1_minus_1"":63,""two_m2_minus_1"":63,""matrix"":[[32,1,31,0],[1,2,0,0],[31,0,32,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,1,0]","[[6,-1,0,-1,0],[-1,2,0,0,0],[0,0,5,0,-1],[-1,0,0,2,-1],[0,0,-1,-1,2]]","[[3,1,4,26],[1,12,2,13],[11,2,12,3],[19,4,20,5],[5,20,6,21],[21,6,22,7],[7,22,8,23],[15,9,16,8],[9,15,10,14],[13,11,14,10],[25,16,26,17],[17,24,18,25],[23,18,24,19]]"
